,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1004,26,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.07692307692307693
1,2010,28,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693
2,3012,28,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
3,4016,28,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
4,5019,29,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
5,6025,29,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
6,7031,29,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
7,8033,29,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
8,9040,29,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
9,10045,33,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667
10,11062,36,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667
11,12088,38,0.26666666666666666,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
12,13105,38,0.26666666666666666,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
13,14122,38,0.26666666666666666,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
14,15143,38,0.26666666666666666,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
15,16165,38,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
16,17186,38,0.2,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
17,18196,40,0.2,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333
18,19221,40,0.2,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333
19,20026,40,0.2,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333
