,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1003,24,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.08333333333333333
1,2009,25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.08333333333333333
2,3016,28,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.07142857142857142
3,4023,29,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.07142857142857142
4,5027,31,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.07142857142857142
5,6032,33,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.07142857142857142
6,7036,33,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.07142857142857142
7,8037,34,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.07142857142857142
8,9041,35,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.07142857142857142
9,10047,35,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.07142857142857142
10,11048,37,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.07142857142857142
11,12051,38,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.4,0.06666666666666667,0.06666666666666667
12,13057,39,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.06666666666666667
13,14060,39,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.06666666666666667
14,15063,39,0.2,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667
15,16070,40,0.2,0.13333333333333333,0.06666666666666667,0.4,0.13333333333333333,0.06666666666666667
16,17078,42,0.2,0.13333333333333333,0.06666666666666667,0.4,0.13333333333333333,0.06666666666666667
17,18089,42,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.4,0.2,0.06666666666666667
18,19096,44,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667
19,20005,44,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667
