,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1005,24,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.07692307692307693
1,2008,28,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693
2,3011,30,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693
3,4014,31,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693
4,5021,33,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142
5,6026,36,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142
6,7032,40,0.2,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333
7,8037,41,0.2,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
8,9045,42,0.2,0.4,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
9,10049,45,0.13333333333333333,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
10,11062,47,0.13333333333333333,0.4,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667
11,12081,50,0.13333333333333333,0.4,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667
12,13103,51,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667
13,14121,51,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667
14,15142,52,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667
15,16162,54,0.06666666666666667,0.6,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
16,17180,54,0.06666666666666667,0.6,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
17,18200,55,0.06666666666666667,0.6,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
18,19221,56,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
19,20024,56,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667
