,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1004,24,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.07692307692307693
1,2008,26,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.07692307692307693
2,3014,27,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142
3,4019,29,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142
4,5024,29,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142
5,6028,29,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142
6,7031,33,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,0.06666666666666667
7,8036,33,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,0.06666666666666667
8,9040,34,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,0.06666666666666667
9,10042,35,0.4,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667
10,11051,37,0.4,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667
11,12073,39,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667
12,13091,40,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667
13,14110,40,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667
14,15128,40,0.3333333333333333,0.2,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667
15,16148,42,0.3333333333333333,0.2,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667
16,17168,43,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667
17,18191,43,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667
18,19212,44,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667
19,20016,46,0.3125,0.3125,0.0625,0.125,0.125,0.0625
